103025701,Apache Dubbo 代码问题漏洞（CVE-2019-17564）,CVE-2019-17564,
103026106,Pivotal Spring Framework isWritableProperty表达式注入(CVE-2018-1273),CVE-2018-1273,
103030146,惠普SiteScope SOAP调用apipreferenceimp多重安全绕过,,
103030492,惠普SiteScope SOAP呼叫apisitescopeimp多重信息披露,,
103031001,调用通用集合函数的序列化Java对象,,
103033000,检测到请求Linux下敏感文件/目录行为,,
103033008,Swagger敏感信息泄露,,
103033012,疑似Hadoop未授权访问漏洞,,
103033018,疑似docker未授权访问漏洞,,
103033021,疑似文件解析漏洞攻击,,
103033030,Spring Data Commons和Spring Data REST 输入验证错误漏洞尝试(CVE-2018-1273),CVE-2018-1273,
103033126,检测到敏感文件信息读取尝试行为（WEB-INF）,,
103043915,疑似发现绿盟极光扫描器扫描行为,,
103044026,检测到Elasticsearch未授权访问漏洞,,
103044093,Docker Remote API未授权访问漏洞,,
103044102,WebLogic Server 信息泄露漏洞(CVE-2022-21371),CVE-2022-21371,
103044295,Atlassian多产品ConfluenceResourceDownloadRewriteRule信息泄露漏洞(CVE-2020-29448),CVE-2020-29448,
103045087,金蝶OA目录遍历漏洞,,
103045742,检测到常见网络爬虫指纹,,
103045885,宝塔面板数据库管理页面未授权访问漏洞,,
103046026,检测到联软准入任意文件上传,,
103046033,ThinkAdminV6任意文件读取尝试,,
103046047,宝塔面板PhpMyAdmin未授权访问,,
104020005,检测到通用命令执行(HTTP Uri),,
104020043,检测到通用命令执行(HTTP Body),,
104020044,检测到通用命令执行(HTTP Body),,
104020045,检测到通用命令执行(HTTP Body),,
104020048,检测到通用命令执行(HTTP Body),,
104020062,检测到PHP通用命令执行(HTTP Body),,
104020110,检测到Log4j 攻击尝试,,
104021081,发现疑似PHP代码执行,,
104021709,URL中存在Struts代码执行（机器学习）,,
104021713,URL中存在PHP代码执行（机器学习）,,
104023007,HTTP请求的URL中出现SQL注入尝试,,
104023009,HTTP请求BODY的URL编码参数中出现SQL注入尝试,,
104023012,HTTP请求的URL中出现SQL注入尝试（机器学习）,,
104023013,HTTP请求的COOKIE中出现SQL注入尝试（机器学习）,,
106000319,Adobe ColdFusion Admin API任意命令执行尝试(CVE-2013-0625/CVE-2013-0629等),CVE-2013-0625 CVE-2013-0629 CVE-2013-0631,
106000571,检测到vBulletin pre-authenticated行为(CVE-2019-16759/CVE-2020-17496),CVE-2019-16759 CVE-2020-17496,
106000613,检测到Apple CUPS web interface跨站脚本(CVE-2014-2856/CVE-2015-1159),CVE-2014-2856 CVE-2015-1159,
106003197,Microsoft Windows文件处理组件远程代码执行(CVE-2014-0315),CVE-2014-0315,
106004013,检测到 Ykw V375留后门行为,,
106004025,疑似Drupal存在sql注入CVE-2014-3704,,
106004111,检测到Open_Basedir配置项,,
106004529,可能的Sqli Xp_Cmdshell Post正文,,
106004976,Apache Struts通配符匹配Ognl远程代码执行尝试(CVE-2013-2134/CVE-2018-11776),CVE-2013-2134 CVE-2018-11776,符合
106005283,示例访问,,
106005871,检测到Microsoft Internet Explorer长Url缓冲区溢出尝试(CVE-2006-3869),CVE-2006-3869,
106005895,Php Uri标记注入尝试（CVE-2019-11043）,CVE-2012-0297 CVE-2012-2957 CVE-2019-11043,
106006200,检测到Sql Xp_Cmdshell尝试,,
106006251,.Htr访问文件下载请求(CVE-2000-0630/CVE-2001-0004),CVE-2000-0630 CVE-2001-0004,
106006385,检测到批处理文件运行(CVE-2019-0232),CVE-1999-0233 CVE-2002-0061 CVE-2019-0232,
106006439,检测到Isapi.Ida访问(CVE-2000-0071),CVE-2000-0071,
106006459,Isapi .Ida访问(CVE-2000-0071),CVE-2000-0071,
106007188,Borland Starteam多播服务缓冲区溢出尝试(CVE-2008-0311),CVE-2008-0311,
106007218,Ervice_Name缓冲区溢出尝试,,
106007349,Isapi.Idq访问(CVE-2000-0071),CVE-2000-0071,
106007432,Apache Struts Freemarker Tag Ognl表达式注入尝试（CVE-2017-12611）,CVE-2017-12611,
106007447,Html-Dom尝试创建无效的Dhtml元素(CVE-2005-0553),CVE-2005-0553,
106007753,Lobal.Asa通道(CVE-2000-0778/CVE-2001-0004),CVE-2000-0778 CVE-2001-0004,
106007774,Webshell泛型-已上载Asp文件,,
106008058,Xp_Cmdshell尝试,,
106008107,Isapi.Idq访问(CVE-2000-0071),CVE-2000-0071,
106008611,检测到Web Iis.Htr请求(CVE-2002-0071),CVE-2002-0071,
106008660,Isapi.Ida访问(CVE-2000-0071),CVE-2000-0071,
106008861,允许在Uri中包含Php配置选项,,
106008911,Uri中的Auto_Pendent_File Php配置选项,,
106009163,Uri中的Afe_Mode Php配置选项,,
106009165,检测到Digium Asterisk超大内容导致内存损坏（CVE-2013-2686）,CVE-2012-5976 CVE-2013-2686,
106009343,在Uri中选择用户Sql注入尝试,,
106009412,Microsoft Windows Webdav Propfind访问(CVE-2000-0869/CVE-2003-0718),CVE-2000-0869 CVE-2003-0718,
106009833,Isapi.Idq访问(CVE-2000-0071),CVE-2000-0071,
106010272,Oracle 9I Http Server Globals.Jsa访问,,
106010273,Oracle 9Ias动态监控服务匿名访问5,,
106010275,Oracle 9Ias动态监控服务匿名访问6,,
106010277,Oracle 9I Http Server Soapconfig.Xml访问,,
106010459,检测到Microsoft Frontpage创建页面行为(CVE-2001-0096),CVE-2001-0096,
106010478,检测到Microsoft Frontpage /_Vti_Bin/访问(CVE-2002-1717),CVE-2002-1717,
106010825,检测到Suhosin.Simulation Php配置项应用,,
106010853,疑似针对Plesk的0day漏洞攻击,,
106010925,检测到Web_Server Global.Asa访问(CVE-2000-0778),CVE-2000-0778,
106011085,检测到php安全模式开启,,
106011164,Web服务器Oracle Java Process Manager访问,,
106011260,Web Php Phpinfo访问(CVE-2002-1149),CVE-2002-1149,
106011418,检测到admin用户登录Phpmyadmin面板行为,,
106011420,服务器敏感/Etc文件访问尝试,,
106013561,Spring Framework 安全认证绕过漏洞（CVE-2023-20860）,CVE-2023-20860,
106014011,疑似TCP ACK端口扫描尝试,,
106015231,Naviwebs Navigate CMS SQL注入漏洞(CVE-2018-17552),CVE-2018-17552,
106020000,Microsoft IIS 3.0/4.0 ::$DATA请求泄露ASP源代码漏洞(CVE-1999-0278),CVE-1999-0278,
106020008,敏感目录访问(CVE-1999-0736),CVE-1999-0736,
106020893,Struts2 重定向漏洞攻击(CVE-2013-2248),CVE-2013-2248,
106024117,vBulletin 远程代码执行漏洞攻击(CVE-2015-7808),CVE-2015-7808,
106024719,Apache Web Server空字符处理远程拒绝服务漏洞（CVE-2004-0942）,CVE-2004-0942,
106025343,Apache httpd 安全漏洞（CVE-2017-9788）,CVE-2017-9788,
106040028,检测到敏感文件访问尝试(/uploadify.php),,
106040033,检测到敏感文件访问尝试(/root.exe),,
106040298,检测到Oracle服务器service_name缓冲区溢出漏洞尝试,,
106040299,检测到Oracle服务器用户名缓冲区溢出漏洞尝试,,
106042400,检测到用友GRP-u8 SQL注入漏洞攻击,,
106042742,检测到htdig任意文件包含漏洞攻击,,
106042870,检测到Hadoop未授权访问漏洞,,
106042880,检测到敏感文件探测(ini系统文件),,
106042881,检测到文件注入攻击尝试(boot.ini),,
106042883,检测到文件注入攻击尝试(请求体中包含boot.ini),,
106042970,检测到Oracle 9iAS OracleJSP泄露文件信息漏洞攻击,,
106043154,检测到内网IP使用HTTP协议访问外网443端口(HEAD方法),,
106043155,检测到内网IP使用HTTP协议访问外网443端口(PROPFIND方法),,
106043160,检测到内网IP使用HTTP协议访问外网443端口(TRACE方法),,
106044662,检测到读取敏感文件(/etc/passwd),,
106044701,检测到PHPINFO信息泄露漏洞,,
106044737,检测到通用任意文件读取,,
106044738,检测到通用任意文件读取,,
106044746,检测到通用任意文件读取,,
106044747,检测到通用任意文件读取,,
106044757,检测到上传Webshell行为(phpinfo),,
106044813,检测到Java框架代码执行攻击,,
106045281,检测到vBulletin 任意代码执行漏洞,,
106045581,检测到上传Webshell后门行为(JSP),,
106045615,检测到上传Webshell后门行为(JSP),,
106045675,检测到ysoserial工具CommonsCollections5 Gadget攻击,,
106045715,检测到Java框架代码执行攻击,,
106045926,检测到通用SQL注入攻击,,
106045976,检测到通用SQL注入攻击,,
106046117,检测到系统命令注入攻击,,
106046158,检测到系统命令注入攻击,,
106046190,检测到跨站脚本攻击,,
106046227,检测到Shiro默认密钥通信,,
106046244,检测到金蝶OA Apusic应用服务器(中间件)目录遍历漏洞,,
106046695,检测到敏感文件或路径探测,,
106046707,检测到敏感文件或路径探测,,
106046714,检测到敏感文件或路径探测,,
106046716,检测到敏感文件或路径探测,,
106046762,检测到敏感文件或路径探测,,
106046803,检测到敏感文件或路径探测,,
106046808,检测到敏感文件或路径探测,,
106046814,检测到敏感文件或路径探测,,
106046826,检测到敏感文件或路径探测,,
106046827,检测到敏感文件或路径探测,,
106046875,检测到敏感文件或路径探测,,
106046914,检测到图片马上传,,
106047000,检测到金蝶EAS目录穿越漏洞,,
106047154,检测到服务器端模板注入攻击(SSTI),,
106047508,检测到Python爬虫扫描(Python-urllib),,
106048042,检测到 Novell GroupWise XSS漏洞(CVE-2014-0611),CVE-2014-0611,
106048045,检测到 Apache HTTP 条件竞争漏洞 (CVE-2014-0226),CVE-2014-0226,
106048067,检测到 Schneider Electric 缓冲区溢出漏洞(CVE-2013-0658),CVE-2013-0658,
106048071,检测到 Samsung SmartViewer 缓冲区溢出漏洞(CVE-2014-9265),CVE-2014-9265,
106048072,检测到 MICROSYS PROMOTIC 缓冲区溢出(CVE-2014-9205),CVE-2014-9205,
106048079,检测到 TSquid HTTP请求缓存中毒攻击(CVE-2016-4553),CVE-2016-4553,
106048108,检测到 ES File Explorer 任意文件读取漏洞(CVE-2019-6447),CVE-2019-6447,
106048133,检测到 Firefox Password Manager 安全漏洞,,
106048204,Atlassian Bitbucket 服务器和数据中心命令注入漏洞 (CVE-2022-36804),CVE-2022-36804,
106048353,Oracle GoldenGate Manager Command 栈溢出漏洞 (CVE-2018-2913),CVE-2018-2913,
106048365,Microsoft Edge and ChakraCore 缓冲区溢出漏洞(CVE-2018-8229),CVE-2018-8229,
